#Parameters = {BotGroundEdgeL=10; BotGroundReduction=10; BotGroundVIAn=4; SMAGndDist=6.64; SMAPinD=0.95; antBotSubstrateH1=1.575; antBotSubstrateH2=1.575; antBotSubstrateH3=1.575; antTopSubstrateH=0.254; c=299792458; coatingPadD=1; coaxL=2; coaxSPinD=0.8; coaxSSubstrateD=2.86; coaxXPinD=0.8; coaxXSubstrateD=2.86; copperH=0.035; edgeDistance=3.5; epsilion_r_feed=2.2; feedBotSubstrateH=0.254; feedTopSubstrateH=0.254; gndViaDist=2; lineW25=1; lineW45=0.35; lineW50=0.35; lineW80=0.1; microStripW=0.7; patchSeperation=11; quaterLambdaS=26.26500424389; quaterLambdaSExtra=1; quaterLambdaX=6.5447068809152; quaterLambdaXExtra=0.6; ratio=1.3; ratioTop=1.3; sFeedGndCutoutRadius=1.43; sFeedInputL=1; sFeedInputOffset=3.6666666666667; sFeedOffset=5.5; sFeedR=0.4; sFiltLineL=0; sFiltLineW=0.4; sFiltPadCutD=3; sFiltPadD=3; sPatchL=49.75; sPatchW=12; sSeperation=3; sShift180H=5; sShift180L=8.5; sShift90H1=3.3; sShift90H2=4; sShift90L1=37; sShift90L2=13.6; screwD=1.9; size=9.8; sizeTop=8.43; substrateSize=82; substrateSizeX=29; xABot=1.3; xCenter=8.65; xFeedGndCutoutRadius=1.43; xFeedInputOffset=4.8; xFeedOffset=5.5; xFeedR=0.4; xOffsetL=4.2391304347826; xOffsetLExtra=1; xOffsetW=2.2108695652174; xOffsetWExtra=1.75; xPatchCutoutR=0.4; xPatchCutoutW=0.05; xPatchL=11.078260869565; xPatchLTop=0.095295652173913; xPatchW=8.5217391304348; xPatchWTop=0.00073304347826087; xRatio=0.95; xShift180H=2; xShift180L=5; xShift90H=2; xShift90L=8.4}
#"Frequency / GHz"	"S2,1_1 [Magnitude in dB]"
#--------------------------------------------
3.5260000228882	-30.688897954460
3.5362501144409	-30.555112604389
3.5464999675751	-30.467509164817
3.5567500591278	-30.383570542234
3.5669999122620	-30.279144959947
3.5772500038147	-30.320064952250
3.5875000953674	-30.563132218132
3.5977499485016	-30.895671299875
3.6080000400543	-31.341502670553
3.6182498931885	-32.014101290640
3.6284999847412	-32.810501827568
3.6387500762939	-33.597371011302
3.6489999294281	-34.524098036111
3.6592500209808	-35.659945475511
3.6695001125336	-36.770839585827
3.6797499656677	-37.885097951170
3.6900000572205	-39.289419195019
3.7002499103546	-40.771683110981
3.7105000019073	-42.026751167362
3.7207500934601	-43.507155524788
3.7309999465942	-45.308787101410
3.7412500381470	-46.672074672720
3.7514998912811	-47.959235844001
3.7617499828339	-49.953701948707
3.7720000743866	-51.593180468455
3.7822499275208	-52.464093045883
3.7925000190735	-54.307917989532
3.8027501106262	-56.561887446771
3.8129999637604	-56.949183385127
3.8232500553131	-57.716092583961
3.8334999084473	-60.103436608285
3.8437500000000	-60.612026946590
3.8540000915527	-59.413400824435
3.8642499446869	-60.264468481420
3.8745000362396	-61.535817729625
3.8847498893738	-59.651394559798
3.8949999809265	-59.041496693320
3.9052500724792	-60.347205630811
3.9154999256134	-59.159446671171
3.9257500171661	-57.813138469616
3.9360001087189	-58.676587595829
3.9462499618530	-58.108643561151
3.9565000534058	-56.438020545222
3.9667499065399	-56.691223385064
3.9769999980927	-56.281212941273
3.9872500896454	-54.433851088913
3.9974999427795	-53.847510348362
4.0077500343323	-52.956153338431
4.0180001258850	-51.154806346356
4.0282502174377	-50.744866161922
4.0384998321533	-51.585620627621
4.0487499237061	-51.450767632781
4.0590000152588	-51.006157188040
4.0692501068115	-51.371931252391
4.0795001983643	-50.864320988844
4.0897498130798	-50.017931162038
4.0999999046326	-50.079326582994
4.1102499961853	-49.635863997843
4.1205000877380	-48.684691459511
4.1307501792908	-48.507670821100
4.1409997940063	-48.107975279921
4.1512498855591	-47.104936494399
4.1614999771118	-46.673308614135
4.1717500686646	-46.230322376664
4.1820001602173	-45.200328243280
4.1922497749329	-44.530026687253
4.2024998664856	-43.992306290619
4.2127499580383	-42.967848876397
4.2230000495911	-42.114399755470
4.2332501411438	-41.468018142876
4.2435002326965	-40.472824457369
4.2537498474121	-39.500920891772
4.2639999389648	-38.746419086900
4.2742500305176	-37.782968492179
4.2845001220703	-36.748928023470
4.2947502136230	-35.899825682490
4.3049998283386	-34.968444233922
4.3152499198914	-33.936314583922
4.3255000114441	-33.046115548689
4.3357501029968	-32.186765691196
4.3460001945496	-31.261451165510
4.3562498092651	-30.450197460894
4.3664999008179	-29.762552435827
4.3767499923706	-29.078543930146
4.3870000839233	-28.481211752684
4.3972501754761	-28.038910108096
4.4074997901917	-27.638827384173
4.4177498817444	-27.264387171775
4.4279999732971	-26.997944037057
4.4382500648499	-26.769575850667
4.4485001564026	-26.503948475539
4.4587497711182	-26.276639761338
4.4689998626709	-26.079677171139
4.4792499542236	-25.820042723681
4.4895000457764	-25.545862317052
4.4997501373291	-25.300138773667
4.5100002288818	-25.000879290729
4.5202498435974	-24.657345464662
4.5304999351501	-24.340822037929
4.5407500267029	-24.003464770666
4.5510001182556	-23.624174721968
4.5612502098083	-23.284303271195
4.5714998245239	-22.991455711237
4.5817499160767	-22.722261439008
4.5920000076294	-22.555261133561
4.6022500991821	-22.548080130950
4.6125001907349	-22.662622183037
4.6227498054504	-22.892279212376
4.6329998970032	-23.247508570151
4.6432499885559	-23.629708368865
4.6535000801086	-23.950525849925
4.6637501716614	-24.248170231562
4.6739997863770	-24.514852395423
4.6842498779297	-24.709248513812
4.6944999694824	-24.920913519982
4.7047500610352	-25.205541666458
4.7150001525879	-25.498565864177
4.7252497673035	-25.823340177101
4.7354998588562	-26.217549591181
4.7457499504089	-26.550572683254
4.7560000419617	-26.751999860222
4.7662501335144	-26.869119765001
4.7765002250671	-26.820177188986
4.7867498397827	-26.593982179137
4.7969999313354	-26.341876172852
4.8072500228882	-26.070797063265
4.8175001144409	-25.752542720642
4.8277502059937	-25.488978435409
4.8379998207092	-25.284221712118
4.8482499122620	-25.058954761697
4.8585000038147	-24.860388064076
4.8687500953674	-24.714599011971
4.8790001869202	-24.536088486076
4.8892498016357	-24.337069513152
4.8994998931885	-24.176516368984
4.9097499847412	-23.998490287441
4.9200000762939	-23.791221399744
4.9302501678467	-23.629552888072
4.9404997825623	-23.490591921476
4.9507498741150	-23.331998778886
4.9609999656677	-23.213643215740
4.9712500572205	-23.142782471054
4.9815001487732	-23.058278104952
4.9917497634888	-22.991484255794
5.0019998550415	-22.979244630011
5.0122499465942	-22.963362126353
5.0225000381470	-22.940855904968
5.0327501296997	-22.967272774742
5.0430002212524	-23.005547007679
5.0532498359680	-23.019550297577
5.0634999275208	-23.065834211164
5.0737500190735	-23.141946391226
5.0840001106262	-23.192107184120
5.0942502021790	-23.256769299980
5.1044998168945	-23.373831264464
5.1147499084473	-23.490884106444
5.1250000000000	-23.617868692849
5.1352500915527	-23.823107547864
5.1455001831055	-24.080592012247
5.1557497978210	-24.359780036487
5.1659998893738	-24.729065593373
5.1762499809265	-25.202556790329
5.1865000724792	-25.711163658543
5.1967501640320	-26.279822414229
5.2069997787476	-26.964423291526
5.2172498703003	-27.687466766426
5.2274999618530	-28.396459996058
5.2377500534058	-29.172217746174
5.2480001449585	-29.986042337297
5.2582502365112	-30.703615394197
5.2684998512268	-31.371026269981
5.2787499427795	-32.054578717606
5.2890000343323	-32.597972147938
5.2992501258850	-32.939402419393
5.3095002174377	-33.230067063324
5.3197498321533	-33.427568063444
5.3299999237061	-33.382432827990
5.3402500152588	-33.231490472834
5.3505001068115	-33.099071198289
5.3607501983643	-32.842724884297
5.3709998130798	-32.469326384782
5.3812499046326	-32.166135747258
5.3914999961853	-31.874326335017
5.4017500877380	-31.483697433396
5.4120001792908	-31.137065291039
5.4222497940063	-30.876120976683
5.4324998855591	-30.555480782321
5.4427499771118	-30.227563467826
5.4530000686646	-30.001240585189
5.4632501602173	-29.761970501345
5.4734997749329	-29.474084515408
5.4837498664856	-29.264977294987
5.4939999580383	-29.083883457638
5.5042500495911	-28.835678487192
5.5145001411438	-28.624190805514
5.5247502326965	-28.467277914117
5.5349998474121	-28.248444698529
5.5452499389648	-28.021939208113
5.5555000305176	-27.859892791067
5.5657501220703	-27.661018280501
5.5760002136230	-27.422164180495
5.5862498283386	-27.243627526902
5.5964999198914	-27.066861361354
5.6067500114441	-26.840202680043
5.6170001029968	-26.661047881044
5.6272501945496	-26.526190652922
5.6374998092651	-26.356010651586
5.6477499008179	-26.215986612689
5.6579999923706	-26.154532308052
5.6682500839233	-26.091901307935
5.6785001754761	-26.043716063247
5.6887497901917	-26.094465585337
5.6989998817444	-26.197014391981
5.7092499732971	-26.318504292659
5.7195000648499	-26.557575140617
5.7297501564026	-26.931753474389
5.7399997711182	-27.379162303314
5.7502498626709	-27.978415137070
5.7604999542236	-28.817682088007
5.7707500457764	-29.802574333405
5.7810001373291	-30.885879014354
5.7912502288818	-32.123068912018
5.8014998435974	-33.255711155539
5.8117499351501	-33.952652842721
5.8220000267029	-34.315558342096
5.8322501182556	-34.285861445385
5.8425002098083	-33.868045172221
5.8527498245239	-33.460560067331
5.8629999160767	-33.103015656558
5.8732500076294	-32.669820556800
5.8835000991821	-32.342954722769
5.8937501907349	-32.164106572186
5.9039998054504	-31.949010820620
5.9142498970032	-31.761345147391
5.9244999885559	-31.717819601691
5.9347500801086	-31.667558509148
5.9450001716614	-31.566677228125
5.9552497863770	-31.569990566449
5.9654998779297	-31.611870588838
5.9757499694824	-31.559849422702
5.9860000610352	-31.540413175345
5.9962501525879	-31.596949175707
6.0064997673035	-31.565226059511
6.0167498588562	-31.482547966592
6.0269999504089	-31.479700848657
6.0372500419617	-31.438237273582
6.0475001335144	-31.287698933992
6.0577502250671	-31.180445986846
6.0679998397827	-31.100753130993
6.0782499313354	-30.910756871830
6.0885000228882	-30.706682635985
6.0987501144409	-30.576520658605
6.1090002059937	-30.389682677266
6.1192498207092	-30.144097848398
6.1294999122620	-29.979198451231
6.1397500038147	-29.833077297619
6.1500000953674	-29.618178873245
6.1602501869202	-29.455835942021
6.1704998016357	-29.372804676731
6.1807498931885	-29.245159665381
6.1909999847412	-29.125754514141
6.2012500762939	-29.110327339715
6.2115001678467	-29.092271616049
6.2217497825623	-29.039795423285
6.2319998741150	-29.075992972489
6.2422499656677	-29.148540609926
6.2525000572205	-29.155088288546
6.2627501487732	-29.202410619053
6.2729997634888	-29.307107028002
6.2832498550415	-29.330590935010
6.2934999465942	-29.334285126072
6.3037500381470	-29.401270854782
6.3140001296997	-29.400022472453
6.3242502212524	-29.336292111095
6.3344998359680	-29.340488185447
6.3447499275208	-29.320504074221
6.3550000190735	-29.223128763486
6.3652501106262	-29.189987265823
6.3755002021790	-29.181945800489
6.3857498168945	-29.093857821569
6.3959999084473	-29.044267377101
6.4062500000000	-29.050603251552
6.4165000915527	-28.977237696797
6.4267501831055	-28.897487099697
6.4369997978210	-28.880855891854
6.4472498893738	-28.791198730144
6.4574999809265	-28.649086212179
6.4677500724792	-28.563968080523
6.4780001640320	-28.428686088741
6.4882497787476	-28.214078935521
6.4984998703003	-28.047696955647
6.5087499618530	-27.869972077548
6.5190000534058	-27.610984437797
6.5292501449585	-27.389438189446
6.5395002365112	-27.200604847068
6.5497498512268	-26.950961152459
6.5599999427795	-26.727248123466
6.5702500343323	-26.576520881326
6.5805001258850	-26.403820317737
6.5907502174377	-26.247352327901
6.6009998321533	-26.191048632885
6.6112499237061	-26.158595310595
6.6215000152588	-26.130255873173
6.6317501068115	-26.202369525863
6.6420001983643	-26.333727483633
6.6522498130798	-26.450467867350
6.6624999046326	-26.636451770400
6.6727499961853	-26.899898198720
6.6830000877380	-27.132703895792
6.6932501792908	-27.385924562408
6.7034997940063	-27.724205531913
6.7137498855591	-28.033685196112
6.7239999771118	-28.315283578307
6.7342500686646	-28.682957134040
6.7445001602173	-29.046783863767
6.7547497749329	-29.345799942493
6.7649998664856	-29.722787747086
6.7752499580383	-30.140670503281
6.7855000495911	-30.476324455616
6.7957501411438	-30.870743688595
6.8060002326965	-31.365802896855
6.8162498474121	-31.792501915370
6.8264999389648	-32.253966266726
6.8367500305176	-32.894727648248
6.8470001220703	-33.539705783842
6.8572502136230	-34.217995787246
6.8674998283386	-35.208325867877
6.8777499198914	-36.421490046354
6.8880000114441	-37.795387818512
6.8982501029968	-39.860122143350
6.9085001945496	-42.963026742286
6.9187498092651	-46.934081267457
6.9289999008179	-51.044299104300
6.9392499923706	-47.568702596434
6.9495000839233	-43.345219319049
6.9597501754761	-40.998223053714
6.9699997901917	-39.273581230812
6.9802498817444	-37.997985963152
6.9904999732971	-37.327352852751
7.0007500648499	-36.836836904679
7.0110001564026	-36.323477208954
7.0212497711182	-36.080501233946
7.0314998626709	-35.955471462449
7.0417499542236	-35.675697750369
7.0520000457764	-35.515460565599
7.0622501373291	-35.487364018001
7.0725002288818	-35.279665602998
7.0827498435974	-35.091996617253
7.0929999351501	-35.054881666298
7.1032500267029	-34.857762485669
7.1135001182556	-34.602540002257
7.1237502098083	-34.498683576404
7.1339998245239	-34.274189172231
