#Parameters = {BotGroundEdgeL=10; BotGroundReduction=10; BotGroundVIAn=4; SMAGndDist=6.64; SMAPinD=0.95; antBotSubstrateH1=1.575; antBotSubstrateH2=1.575; antBotSubstrateH3=1.575; antTopSubstrateH=0.254; c=299792458; coatingPadD=1; coaxL=2; coaxSPinD=0.8; coaxSSubstrateD=2.86; coaxXPinD=0.8; coaxXSubstrateD=2.86; copperH=0.035; edgeDistance=3.5; epsilion_r_feed=2.2; feedBotSubstrateH=0.254; feedTopSubstrateH=0.254; gndViaDist=2; lineW25=1; lineW45=0.35; lineW50=0.35; lineW80=0.1; microStripW=0.7; patchSeperation=11; quaterLambdaS=26.26500424389; quaterLambdaSExtra=1; quaterLambdaX=6.5447068809152; quaterLambdaXExtra=0.6; ratio=1.3; ratioTop=1.3; sFeedGndCutoutRadius=1.43; sFeedInputL=1; sFeedInputOffset=3.6666666666667; sFeedOffset=5.5; sFeedR=0.4; sFiltLineL=0; sFiltLineW=0.4; sFiltPadCutD=3; sFiltPadD=3; sPatchL=49.75; sPatchW=12; sSeperation=3; sShift180H=5; sShift180L=8.5; sShift90H1=3.3; sShift90H2=4; sShift90L1=37; sShift90L2=13.6; screwD=1.9; size=9.8; sizeTop=8.43; substrateSize=82; substrateSizeX=29; xABot=1.3; xCenter=8.65; xFeedGndCutoutRadius=1.43; xFeedInputOffset=4.8; xFeedOffset=5.5; xFeedR=0.4; xOffsetL=4.2391304347826; xOffsetLExtra=1; xOffsetW=2.2108695652174; xOffsetWExtra=1.75; xPatchCutoutR=0.4; xPatchCutoutW=0.05; xPatchL=11.078260869565; xPatchLTop=0.095295652173913; xPatchW=8.5217391304348; xPatchWTop=0.00073304347826087; xRatio=0.95; xShift180H=2; xShift180L=5; xShift90H=2; xShift90L=8.4}
#"Frequency / GHz"	"S2,1 [Magnitude in dB]"
#------------------------------------------
2.2447500228882	-42.585894234940
2.2550001144409	-42.118715052107
2.2652499675751	-41.922967827471
2.2755000591278	-41.352334849258
2.2857499122620	-40.812508542465
2.2960000038147	-40.659798272814
2.3062500953674	-40.376476156952
2.3164999485016	-39.945342447244
2.3267500400543	-39.868352706993
2.3369998931885	-39.904948460754
2.3472499847412	-39.699805529838
2.3575000762939	-39.665965153288
2.3677499294281	-39.885319044893
2.3780000209808	-39.865643871966
2.3882501125336	-39.779059621432
2.3984999656677	-39.976661075284
2.4087500572205	-40.039203583546
2.4189999103546	-39.850578417603
2.4292500019073	-39.886643227696
2.4395000934601	-39.936075855442
2.4497499465942	-39.653339541461
2.4600000381470	-39.465881144288
2.4702498912811	-39.411297516140
2.4804999828339	-39.050914582975
2.4907500743866	-38.632858084595
2.5009999275208	-38.402371128923
2.5112500190735	-37.993551850456
2.5215001106262	-37.439632187779
2.5317499637604	-37.104702806595
2.5420000553131	-36.848983711454
2.5522499084473	-36.548720073665
2.5625000000000	-36.536173012230
2.5727500915527	-36.901429769289
2.5829999446869	-37.348936357242
2.5932500362396	-37.906635343745
2.6034998893738	-38.808082683816
2.6137499809265	-39.745811246839
2.6240000724792	-40.454485449005
2.6342499256134	-41.377265518497
2.6445000171661	-42.425957585964
2.6547501087189	-43.030825735700
2.6649999618530	-43.734968946825
2.6752500534058	-44.766896256780
2.6854999065399	-45.235302353247
2.6957499980927	-45.654790111359
2.7060000896454	-46.657536423095
2.7162499427795	-47.037222824047
2.7265000343323	-47.181960171499
2.7367498874664	-48.223431324288
2.7469999790192	-48.455614994254
2.7572500705719	-48.118392117953
2.7674999237061	-48.592327814700
2.7777500152588	-46.064022088051
2.7880001068115	-42.712412311237
2.7982499599457	-41.474346405672
2.8085000514984	-42.153133624412
2.8187499046326	-43.664255788501
2.8289999961853	-44.684718545756
2.8392500877380	-45.309052728209
2.8494999408722	-45.831758842522
2.8597500324249	-46.091945424214
2.8699998855591	-46.362050564461
2.8802499771118	-46.508455077395
2.8905000686646	-46.430501710068
2.9007499217987	-46.514855203993
2.9110000133514	-46.508450242404
2.9212501049042	-46.242650785590
2.9314999580383	-46.186239720079
2.9417500495911	-46.114573822725
2.9519999027252	-45.736645527986
2.9622499942780	-45.536072727609
2.9725000858307	-45.400295827624
2.9827499389648	-44.929224611755
2.9930000305176	-44.545686322284
3.0032498836517	-44.287452494770
3.0134999752045	-43.711290761566
3.0237500667572	-43.112728822089
3.0339999198914	-42.678671493501
3.0442500114441	-42.020711629327
3.0545001029968	-41.270411964025
3.0647499561310	-40.736235243032
3.0750000476837	-40.207713771923
3.0852499008179	-39.677352982238
3.0954999923706	-39.514962091382
3.1057500839233	-39.744514435242
3.1159999370575	-40.143811842763
3.1262500286102	-40.832473745251
3.1364998817444	-41.947261775451
3.1467499732971	-43.083888976898
3.1570000648499	-44.073971399659
3.1672499179840	-45.414713269345
3.1775000095367	-46.841742535478
3.1877501010895	-47.793181517310
3.1979999542236	-49.187412377596
3.2082500457764	-51.114406760732
3.2184998989105	-52.216754393053
3.2287499904633	-54.063323308356
3.2390000820160	-57.414209652057
3.2492499351501	-57.378435196187
3.2595000267029	-57.322039126828
3.2697501182556	-53.628847742007
3.2799999713898	-48.931054270692
3.2902500629425	-45.912091589170
3.3004999160767	-42.023713546948
3.3107500076294	-38.004164127285
3.3210000991821	-35.465035399950
3.3312499523163	-34.625009331462
3.3415000438690	-35.238926896038
3.3517498970032	-36.676665688274
3.3619999885559	-37.877863761966
3.3722500801086	-38.513949719172
3.3824999332428	-39.122117972693
3.3927500247955	-39.615324973527
3.4030001163483	-39.726033014352
3.4132499694824	-39.759203875041
3.4235000610352	-39.809127005398
3.4337499141693	-39.640030483050
3.4440000057220	-39.344821677591
3.4542500972748	-39.089772527748
3.4644999504089	-38.743561801445
3.4747500419617	-38.268097441114
3.4849998950958	-37.821467266406
3.4952499866486	-37.401920801538
3.5055000782013	-36.938302011306
3.5157499313354	-36.534237820125
3.5260000228882	-36.288214994012
3.5362501144409	-36.156296501673
3.5464999675751	-36.133218569075
3.5567500591278	-36.297181695597
3.5669999122620	-36.620718426727
3.5772500038147	-36.989723325712
3.5875000953674	-37.410271128773
3.5977499485016	-37.930646524766
3.6080000400543	-38.459755179454
3.6182498931885	-38.946571139421
3.6284999847412	-39.505778241890
3.6387500762939	-40.147962670459
3.6489999294281	-40.764783951888
3.6592500209808	-41.435383112131
3.6695001125336	-42.284599914632
3.6797499656677	-43.188799843918
3.6900000572205	-44.070783598451
3.7002499103546	-45.117529562092
3.7105000019073	-46.304875977609
3.7207500934601	-47.361834084799
3.7309999465942	-48.424062224268
3.7412500381470	-49.711376783785
3.7514998912811	-50.856928431828
3.7617499828339	-51.743015510744
3.7720000743866	-52.875441415064
3.7822499275208	-54.030165080484
3.7925000190735	-54.649397540069
3.8027501106262	-55.360361536174
3.8129999637604	-56.382938292427
3.8232500553131	-56.783279184682
3.8334999084473	-56.914005564844
3.8437500000000	-57.587303197722
3.8540000915527	-57.900270907815
3.8642499446869	-57.529364526117
3.8745000362396	-57.682212566371
3.8847498893738	-57.951213788526
3.8949999809265	-57.321838325325
3.9052500724792	-56.894864321712
3.9154999256134	-56.960679578423
3.9257500171661	-56.177262557241
3.9360001087189	-55.032817494139
3.9462499618530	-54.400005918462
3.9565000534058	-52.949852639439
3.9667499065399	-50.384418353480
3.9769999980927	-48.434947612855
3.9872500896454	-47.866402894498
3.9974999427795	-48.751964897199
4.0077500343323	-50.696618138440
4.0180001258850	-52.226985969639
4.0282502174377	-52.489291527290
4.0384998321533	-52.843668328604
4.0487499237061	-53.219226240439
4.0590000152588	-52.801170669126
4.0692501068115	-52.460625894451
4.0795001983643	-52.392274971789
4.0897498130798	-51.812665004506
4.0999999046326	-51.181318522260
4.1102499961853	-50.876865835238
4.1205000877380	-50.273463075612
4.1307501792908	-49.512495311597
4.1409997940063	-49.038958328738
4.1512498855591	-48.427877673769
4.1614999771118	-47.604928169859
4.1717500686646	-46.984406111144
4.1820001602173	-46.335696910812
4.1922497749329	-45.469616650775
4.2024998664856	-44.709728167599
4.2127499580383	-43.984382544199
4.2230000495911	-43.074180318312
4.2332501411438	-42.188589699052
4.2435002326965	-41.364649223123
4.2537498474121	-40.412228563388
4.2639999389648	-39.434062405906
4.2742500305176	-38.524153544081
4.2845001220703	-37.554278946414
4.2947502136230	-36.548001879766
4.3049998283386	-35.613945653869
4.3152499198914	-34.695625638824
4.3255000114441	-33.772160978449
4.3357501029968	-32.935165003081
4.3460001945496	-32.185619513056
4.3562498092651	-31.480462823092
4.3664999008179	-30.865392892242
4.3767499923706	-30.363441568282
4.3870000839233	-29.919239497636
4.3972501754761	-29.524128385086
4.4074997901917	-29.203400607122
4.4177498817444	-28.914393090438
4.4279999732971	-28.619819399010
4.4382500648499	-28.345416667275
4.4485001564026	-28.078515270991
4.4587497711182	-27.775839283661
4.4689998626709	-27.454901984328
4.4792499542236	-27.128352559483
4.4895000457764	-26.759046770198
4.4997501373291	-26.349467996763
4.5100002288818	-25.926406201155
4.5202498435974	-25.469891063540
4.5304999351501	-24.974194619004
4.5407500267029	-24.478437920601
4.5510001182556	-24.001989032960
4.5612502098083	-23.566360441173
4.5714998245239	-23.249817856919
4.5817499160767	-23.141227518990
4.5920000076294	-23.288795426111
4.6022500991821	-23.703659649527
4.6125001907349	-24.336850453773
4.6227498054504	-25.043121633225
4.6329998970032	-25.655330809082
4.6432499885559	-26.094950583282
4.6535000801086	-26.331086078070
4.6637501716614	-26.364775156382
4.6739997863770	-26.286351546639
4.6842498779297	-26.182172618295
4.6944999694824	-26.080555536327
4.7047500610352	-26.031503433326
4.7150001525879	-26.081115839041
4.7252497673035	-26.207943016635
4.7354998588562	-26.388384848657
4.7457499504089	-26.621134818721
4.7560000419617	-26.848852372329
4.7662501335144	-27.000442437858
4.7765002250671	-27.073196758045
4.7867498397827	-27.059285566045
4.7969999313354	-26.940735261707
4.8072500228882	-26.768163443678
4.8175001144409	-26.581417584458
4.8277502059937	-26.364828181754
4.8379998207092	-26.138006797519
4.8482499122620	-25.932917179967
4.8585000038147	-25.732555672614
4.8687500953674	-25.539968406805
4.8790001869202	-25.390419352081
4.8892498016357	-25.275394384134
4.8994998931885	-25.176929995243
4.9097499847412	-25.117582605728
4.9200000762939	-25.097231795274
4.9302501678467	-25.087231439609
4.9404997825623	-25.098620898503
4.9507498741150	-25.145701911456
4.9609999656677	-25.201942356466
4.9712500572205	-25.264688859448
4.9815001487732	-25.356656825286
4.9917497634888	-25.458196623196
5.0019998550415	-25.549677031285
5.0122499465942	-25.652862068712
5.0225000381470	-25.760747896915
5.0327501296997	-25.843664258006
5.0430002212524	-25.918738175510
5.0532498359680	-25.997898319878
5.0634999275208	-26.052900092118
5.0737500190735	-26.091823336652
5.0840001106262	-26.143269400857
5.0942502021790	-26.190157259638
5.1044998168945	-26.228904169881
5.1147499084473	-26.297484296469
5.1250000000000	-26.399079266501
5.1352500915527	-26.521016129952
5.1455001831055	-26.698303238704
5.1557497978210	-26.956193467928
5.1659998893738	-27.276917928436
5.1762499809265	-27.673551100881
5.1865000724792	-28.182527845508
5.1967501640320	-28.788046581929
5.2069997787476	-29.467178221529
5.2172498703003	-30.250555435966
5.2274999618530	-31.141937659819
5.2377500534058	-32.087008936340
5.2480001449585	-33.080059880801
5.2582502365112	-34.145039721483
5.2684998512268	-35.206352055687
5.2787499427795	-36.155308160482
5.2890000343323	-36.969587715629
5.2992501258850	-37.596257217256
5.3095002174377	-37.900832514206
5.3197498321533	-37.881218322376
5.3299999237061	-37.690480896318
5.3402500152588	-37.390887936495
5.3505001068115	-36.971425712509
5.3607501983643	-36.536267738283
5.3709998130798	-36.173388034305
5.3812499046326	-35.819198068804
5.3914999961853	-35.459346764072
5.4017500877380	-35.176260025046
5.4120001792908	-34.938503094259
5.4222497940063	-34.676339909390
5.4324998855591	-34.448159462077
5.4427499771118	-34.270461588005
5.4530000686646	-34.061494161124
5.4632501602173	-33.842674617666
5.4734997749329	-33.664701839328
5.4837498664856	-33.460522220944
5.4939999580383	-33.214185625782
5.5042500495911	-32.990262320336
5.5145001411438	-32.751841499399
5.5247502326965	-32.456004703706
5.5349998474121	-32.162659683603
5.5452499389648	-31.871344850509
5.5555000305176	-31.530153006982
5.5657501220703	-31.182185599819
5.5760002136230	-30.862006974767
5.5862498283386	-30.529875722458
5.5964999198914	-30.207700259773
5.6067500114441	-29.954957847579
5.6170001029968	-29.759747485142
5.6272501945496	-29.621448377405
5.6374998092651	-29.601849019750
5.6477499008179	-29.718855047684
5.6579999923706	-29.950918912743
5.6682500839233	-30.338123737384
5.6785001754761	-30.933682994356
5.6887497901917	-31.731453027350
5.6989998817444	-32.768259939040
5.7092499732971	-34.191167123026
5.7195000648499	-36.167491358385
5.7297501564026	-38.980576051774
5.7399997711182	-43.627887784407
5.7502498626709	-54.639686916402
5.7604999542236	-48.083544744961
5.7707500457764	-41.133833608003
5.7810001373291	-37.436365570967
5.7912502288818	-35.064710647729
5.8014998435974	-33.488588275791
5.8117499351501	-32.389413334152
5.8220000267029	-31.579080191448
5.8322501182556	-31.007844026601
5.8425002098083	-30.620917654854
5.8527498245239	-30.324286378050
5.8629999160767	-30.095564191902
5.8732500076294	-29.950123286875
5.8835000991821	-29.839739531823
5.8937501907349	-29.729012057557
5.9039998054504	-29.650242801630
5.9142498970032	-29.594962685128
5.9244999885559	-29.516812642007
5.9347500801086	-29.435630576601
5.9450001716614	-29.375298092048
5.9552497863770	-29.295345191632
5.9654998779297	-29.189724079832
5.9757499694824	-29.098684752537
5.9860000610352	-29.005467335568
5.9962501525879	-28.881426478014
6.0064997673035	-28.761755719593
6.0167498588562	-28.660673199472
6.0269999504089	-28.543440032447
6.0372500419617	-28.422652686311
6.0475001335144	-28.334601445894
6.0577502250671	-28.257705965455
6.0679998397827	-28.176365592891
6.0782499313354	-28.127584860524
6.0885000228882	-28.114144747752
6.0987501144409	-28.102276189373
6.1090002059937	-28.108971797696
6.1192498207092	-28.159649479418
6.1294999122620	-28.222388646979
6.1397500038147	-28.285825505257
6.1500000953674	-28.385380164323
6.1602501869202	-28.508904010080
6.1704998016357	-28.622071411176
6.1807498931885	-28.752374381949
6.1909999847412	-28.913680111993
6.2012500762939	-29.062536917114
6.2115001678467	-29.203686589897
6.2217497825623	-29.370909969754
6.2319998741150	-29.527337672006
6.2422499656677	-29.649513110391
6.2525000572205	-29.778150017223
6.2627501487732	-29.895907127206
6.2729997634888	-29.957839540766
6.2832498550415	-29.999580289514
6.2934999465942	-30.031070330886
6.3037500381470	-30.001013518465
6.3140001296997	-29.931532266589
6.3242502212524	-29.858760981118
6.3344998359680	-29.740398825624
6.3447499275208	-29.579444935830
6.3550000190735	-29.427339048433
6.3652501106262	-29.261040184357
6.3755002021790	-29.063927565161
6.3857498168945	-28.888082345154
6.3959999084473	-28.735094062451
6.4062500000000	-28.575275689124
6.4165000915527	-28.447985968249
6.4267501831055	-28.378510489871
6.4369997978210	-28.333858700816
6.4472498893738	-28.329134135299
6.4574999809265	-28.403718622451
6.4677500724792	-28.529797324442
6.4780001640320	-28.690748547388
6.4882497787476	-28.925646149032
6.4984998703003	-29.220824677361
6.5087499618530	-29.531706814245
6.5190000534058	-29.886037070194
6.5292501449585	-30.294576487562
6.5395002365112	-30.699078619210
6.5497498512268	-31.107788107261
6.5599999427795	-31.560133740613
6.5702500343323	-32.000819473726
6.5805001258850	-32.410613104241
6.5907502174377	-32.852119640018
6.6009998321533	-33.288975008731
6.6112499237061	-33.670645522472
6.6215000152588	-34.070420561175
6.6317501068115	-34.485939122396
6.6420001983643	-34.839728037013
6.6522498130798	-35.199080266541
6.6624999046326	-35.608157398509
6.6727499961853	-35.977464994691
6.6830000877380	-36.350539151125
6.6932501792908	-36.828732918608
6.7034997940063	-37.344850154506
6.7137498855591	-37.914311493063
6.7239999771118	-38.728955584090
6.7342500686646	-39.868091083852
6.7445001602173	-41.458372959487
6.7547497749329	-44.138862663444
6.7649998664856	-49.291564018805
6.7752499580383	-52.551565037456
6.7855000495911	-45.456986104240
6.7957501411438	-41.288979449048
6.8060002326965	-39.091563137284
6.8162498474121	-37.949799733352
6.8264999389648	-37.261853651669
6.8367500305176	-36.796922091297
6.8470001220703	-36.552301910049
6.8572502136230	-36.395240414296
6.8674998283386	-36.214567029759
6.8777499198914	-36.105073064710
6.8880000114441	-36.056093365415
6.8982501029968	-35.949824464903
6.9085001945496	-35.858826499658
6.9187498092651	-35.832691922387
6.9289999008179	-35.750518907480
6.9392499923706	-35.637270318570
6.9495000839233	-35.577958053986
6.9597501754761	-35.466925424521
6.9699997901917	-35.281590557597
6.9802498817444	-35.123980196652
6.9904999732971	-34.920718494325
7.0007500648499	-34.614338276531
7.0110001564026	-34.307170487521
7.0212497711182	-33.967723643557
7.0314998626709	-33.519995293504
7.0417499542236	-33.048601205767
7.0520000457764	-32.561552278688
7.0622501373291	-31.980495422342
7.0725002288818	-31.359555495215
7.0827498435974	-30.738436329194
7.0929999351501	-30.057859918341
7.1032500267029	-29.346085010906
7.1135001182556	-28.672569217611
7.1237502098083	-28.027145115432
7.1339998245239	-27.433686780250
7.1442499160767	-26.982202042755
